"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170318047092","Block Group 2, Census Tract 8047.09, Cook County, Illinois","653","144","83","47","570","142",
"1500000US170318047093","Block Group 3, Census Tract 8047.09, Cook County, Illinois","474","98","173","59","301","84",
"1500000US170318047094","Block Group 4, Census Tract 8047.09, Cook County, Illinois","517","105","451","99","66","89",
"1500000US170318047095","Block Group 5, Census Tract 8047.09, Cook County, Illinois","345","80","312","84","33","38",
"1500000US170318047101","Block Group 1, Census Tract 8047.10, Cook County, Illinois","402","64","361","62","41","41",
"1500000US170318047102","Block Group 2, Census Tract 8047.10, Cook County, Illinois","309","56","300","57","9","14",
"1500000US170318047103","Block Group 3, Census Tract 8047.10, Cook County, Illinois","545","70","430","72","115","66",
"1500000US170318047104","Block Group 4, Census Tract 8047.10, Cook County, Illinois","276","50","249","52","27","20",
"1500000US170318047111","Block Group 1, Census Tract 8047.11, Cook County, Illinois","1020","158","0","11","1020","158",
"1500000US170318047112","Block Group 2, Census Tract 8047.11, Cook County, Illinois","478","118","438","117","40","43",
"1500000US170318047113","Block Group 3, Census Tract 8047.11, Cook County, Illinois","1049","158","858","146","191","92",
"1500000US170318047114","Block Group 4, Census Tract 8047.11, Cook County, Illinois","417","101","382","109","35","41",
"1500000US170318047121","Block Group 1, Census Tract 8047.12, Cook County, Illinois","582","93","304","68","278","75",
"1500000US170318047122","Block Group 2, Census Tract 8047.12, Cook County, Illinois","325","50","310","53","15","16",
"1500000US170318047123","Block Group 3, Census Tract 8047.12, Cook County, Illinois","862","77","845","77","17","20",
"1500000US170318047131","Block Group 1, Census Tract 8047.13, Cook County, Illinois","681","146","0","11","681","146",
"1500000US170318047132","Block Group 2, Census Tract 8047.13, Cook County, Illinois","883","168","224","90","659","163",
"1500000US170318047133","Block Group 3, Census Tract 8047.13, Cook County, Illinois","230","71","216","70","14","24",
"1500000US170318047134","Block Group 4, Census Tract 8047.13, Cook County, Illinois","248","56","248","56","0","11",
"1500000US170318047141","Block Group 1, Census Tract 8047.14, Cook County, Illinois","391","88","294","79","97","58",
"1500000US170318047142","Block Group 2, Census Tract 8047.14, Cook County, Illinois","354","79","275","55","79","73",
"1500000US170318047143","Block Group 3, Census Tract 8047.14, Cook County, Illinois","472","81","472","81","0","11",
"1500000US170318047151","Block Group 1, Census Tract 8047.15, Cook County, Illinois","384","87","289","78","95","62",
"1500000US170318047152","Block Group 2, Census Tract 8047.15, Cook County, Illinois","656","97","442","96","214","97",
"1500000US170318047161","Block Group 1, Census Tract 8047.16, Cook County, Illinois","450","97","446","97","4","11",
"1500000US170318047162","Block Group 2, Census Tract 8047.16, Cook County, Illinois","789","97","759","93","30","29",
"1500000US170318047163","Block Group 3, Census Tract 8047.16, Cook County, Illinois","545","89","264","70","281","83",
"1500000US170318048031","Block Group 1, Census Tract 8048.03, Cook County, Illinois","370","89","329","84","41","49",
"1500000US170318048032","Block Group 2, Census Tract 8048.03, Cook County, Illinois","495","113","373","102","122","62",
"1500000US170318048033","Block Group 3, Census Tract 8048.03, Cook County, Illinois","1292","144","917","125","375","115",
"1500000US170318048041","Block Group 1, Census Tract 8048.04, Cook County, Illinois","308","83","297","82","11","19",
"1500000US170318048042","Block Group 2, Census Tract 8048.04, Cook County, Illinois","1092","155","523","109","569","148",
"1500000US170318048043","Block Group 3, Census Tract 8048.04, Cook County, Illinois","397","106","389","107","8","13",
"1500000US170318048044","Block Group 4, Census Tract 8048.04, Cook County, Illinois","758","128","648","126","110","82",
"1500000US170318048051","Block Group 1, Census Tract 8048.05, Cook County, Illinois","549","116","429","117","120","59",
"1500000US170318048052","Block Group 2, Census Tract 8048.05, Cook County, Illinois","335","86","277","81","58","71",
"1500000US170318048053","Block Group 3, Census Tract 8048.05, Cook County, Illinois","435","121","370","117","65","64",
"1500000US170318048054","Block Group 4, Census Tract 8048.05, Cook County, Illinois","1134","129","1082","128","52","71",
"1500000US170318048061","Block Group 1, Census Tract 8048.06, Cook County, Illinois","257","77","218","76","39","45",
"1500000US170318048062","Block Group 2, Census Tract 8048.06, Cook County, Illinois","292","82","268","85","24","25",
"1500000US170318048063","Block Group 3, Census Tract 8048.06, Cook County, Illinois","507","131","394","110","113","62",
"1500000US170318048071","Block Group 1, Census Tract 8048.07, Cook County, Illinois","336","59","315","58","21","24",
"1500000US170318048072","Block Group 2, Census Tract 8048.07, Cook County, Illinois","349","69","332","69","17","20",
"1500000US170318048073","Block Group 3, Census Tract 8048.07, Cook County, Illinois","683","104","521","91","162","84",
"1500000US170318048074","Block Group 4, Census Tract 8048.07, Cook County, Illinois","386","88","321","79","65","64",
"1500000US170318048081","Block Group 1, Census Tract 8048.08, Cook County, Illinois","253","44","229","43","24","26",
"1500000US170318048082","Block Group 2, Census Tract 8048.08, Cook County, Illinois","361","43","355","44","6","9",
"1500000US170318048083","Block Group 3, Census Tract 8048.08, Cook County, Illinois","279","42","269","42","10","12",
"1500000US170318048091","Block Group 1, Census Tract 8048.09, Cook County, Illinois","475","73","438","71","37","29",
"1500000US170318048092","Block Group 2, Census Tract 8048.09, Cook County, Illinois","587","64","575","67","12","17",
"1500000US170318048093","Block Group 3, Census Tract 8048.09, Cook County, Illinois","375","61","353","67","22","23",
"1500000US170318048101","Block Group 1, Census Tract 8048.10, Cook County, Illinois","532","82","392","86","140","62",
"1500000US170318048102","Block Group 2, Census Tract 8048.10, Cook County, Illinois","445","90","445","90","0","11",
"1500000US170318048103","Block Group 3, Census Tract 8048.10, Cook County, Illinois","853","125","708","115","145","96",
"1500000US170318048104","Block Group 4, Census Tract 8048.10, Cook County, Illinois","851","122","258","64","593","136",
"1500000US170318049011","Block Group 1, Census Tract 8049.01, Cook County, Illinois","733","103","729","103","4","9",
"1500000US170318049012","Block Group 2, Census Tract 8049.01, Cook County, Illinois","352","62","352","62","0","11",
"1500000US170318049013","Block Group 3, Census Tract 8049.01, Cook County, Illinois","555","109","491","96","64","58",
"1500000US170318049014","Block Group 4, Census Tract 8049.01, Cook County, Illinois","274","71","216","65","58","55",
"1500000US170318049015","Block Group 5, Census Tract 8049.01, Cook County, Illinois","424","75","406","75","18","30",
"1500000US170318049016","Block Group 6, Census Tract 8049.01, Cook County, Illinois","195","48","195","48","0","11",
"1500000US170318049021","Block Group 1, Census Tract 8049.02, Cook County, Illinois","421","84","409","90","12","22",
"1500000US170318049022","Block Group 2, Census Tract 8049.02, Cook County, Illinois","499","105","439","101","60","35",
"1500000US170318049023","Block Group 3, Census Tract 8049.02, Cook County, Illinois","324","96","228","92","96","60",
"1500000US170318049024","Block Group 4, Census Tract 8049.02, Cook County, Illinois","284","75","284","75","0","11",
"1500000US170318049025","Block Group 5, Census Tract 8049.02, Cook County, Illinois","383","80","358","81","25","29",
"1500000US170318050011","Block Group 1, Census Tract 8050.01, Cook County, Illinois","425","67","319","67","106","55",
"1500000US170318050012","Block Group 2, Census Tract 8050.01, Cook County, Illinois","398","62","398","62","0","11",
"1500000US170318050013","Block Group 3, Census Tract 8050.01, Cook County, Illinois","589","78","536","72","53","57",
"1500000US170318050014","Block Group 4, Census Tract 8050.01, Cook County, Illinois","403","73","384","69","19","27",
"1500000US170318050021","Block Group 1, Census Tract 8050.02, Cook County, Illinois","622","145","473","116","149","86",
"1500000US170318050022","Block Group 2, Census Tract 8050.02, Cook County, Illinois","986","153","420","104","566","182",
"1500000US170318050023","Block Group 3, Census Tract 8050.02, Cook County, Illinois","547","107","190","65","357","105",
"1500000US170318050024","Block Group 4, Census Tract 8050.02, Cook County, Illinois","300","97","27","30","273","97",
"1500000US170318050025","Block Group 5, Census Tract 8050.02, Cook County, Illinois","267","79","229","77","38","36",
"1500000US170318051051","Block Group 1, Census Tract 8051.05, Cook County, Illinois","672","146","358","129","314","122",
"1500000US170318051052","Block Group 2, Census Tract 8051.05, Cook County, Illinois","545","155","148","78","397","139",
"1500000US170318051053","Block Group 3, Census Tract 8051.05, Cook County, Illinois","694","172","379","128","315","133",
"1500000US170318051054","Block Group 4, Census Tract 8051.05, Cook County, Illinois","766","188","379","125","387","198",
"1500000US170318051061","Block Group 1, Census Tract 8051.06, Cook County, Illinois","498","69","370","67","128","52",
"1500000US170318051062","Block Group 2, Census Tract 8051.06, Cook County, Illinois","565","67","543","69","22","18",
"1500000US170318051071","Block Group 1, Census Tract 8051.07, Cook County, Illinois","825","124","31","38","794","137",
"1500000US170318051072","Block Group 2, Census Tract 8051.07, Cook County, Illinois","482","130","175","68","307","115",
"1500000US170318051073","Block Group 3, Census Tract 8051.07, Cook County, Illinois","395","92","384","93","11","18",
"1500000US170318051074","Block Group 4, Census Tract 8051.07, Cook County, Illinois","825","143","58","43","767","146",
"1500000US170318051075","Block Group 5, Census Tract 8051.07, Cook County, Illinois","226","82","205","83","21","25",
"1500000US170318051081","Block Group 1, Census Tract 8051.08, Cook County, Illinois","1066","157","141","63","925","165",
"1500000US170318051082","Block Group 2, Census Tract 8051.08, Cook County, Illinois","721","127","355","66","366","123",
"1500000US170318051083","Block Group 3, Census Tract 8051.08, Cook County, Illinois","299","70","171","49","128","58",
"1500000US170318051084","Block Group 4, Census Tract 8051.08, Cook County, Illinois","398","93","266","84","132","71",
"1500000US170318051091","Block Group 1, Census Tract 8051.09, Cook County, Illinois","436","68","429","68","7","10",
"1500000US170318051092","Block Group 2, Census Tract 8051.09, Cook County, Illinois","645","77","645","77","0","11",
"1500000US170318051093","Block Group 3, Census Tract 8051.09, Cook County, Illinois","480","69","313","58","167","39",
"1500000US170318051101","Block Group 1, Census Tract 8051.10, Cook County, Illinois","949","106","646","93","303","89",
"1500000US170318051102","Block Group 2, Census Tract 8051.10, Cook County, Illinois","467","91","214","64","253","88",
"1500000US170318051103","Block Group 3, Census Tract 8051.10, Cook County, Illinois","211","50","199","48","12","19",
"1500000US170318051104","Block Group 4, Census Tract 8051.10, Cook County, Illinois","259","51","222","55","37","40",
"1500000US170318051111","Block Group 1, Census Tract 8051.11, Cook County, Illinois","303","66","303","66","0","11",
"1500000US170318051112","Block Group 2, Census Tract 8051.11, Cook County, Illinois","232","76","196","79","36","34",
"1500000US170318051113","Block Group 3, Census Tract 8051.11, Cook County, Illinois","1007","154","546","116","461","140",
"1500000US170318051114","Block Group 4, Census Tract 8051.11, Cook County, Illinois","230","111","0","11","230","111",
"1500000US170318051115","Block Group 5, Census Tract 8051.11, Cook County, Illinois","399","109","344","128","55","55",
"1500000US170318051116","Block Group 6, Census Tract 8051.11, Cook County, Illinois","494","143","9","16","485","141",
"1500000US170318051121","Block Group 1, Census Tract 8051.12, Cook County, Illinois","641","94","291","66","350","81",
"1500000US170318051122","Block Group 2, Census Tract 8051.12, Cook County, Illinois","635","83","606","83","29","23",
"1500000US170318052011","Block Group 1, Census Tract 8052.01, Cook County, Illinois","324","55","314","56","10","16",
"1500000US170318052012","Block Group 2, Census Tract 8052.01, Cook County, Illinois","324","58","302","58","22","24",
"1500000US170318052013","Block Group 3, Census Tract 8052.01, Cook County, Illinois","492","78","492","78","0","11",
"1500000US170318052021","Block Group 1, Census Tract 8052.02, Cook County, Illinois","310","49","249","54","61","46",
"1500000US170318052022","Block Group 2, Census Tract 8052.02, Cook County, Illinois","219","44","191","50","28","27",
"1500000US170318052023","Block Group 3, Census Tract 8052.02, Cook County, Illinois","478","72","406","65","72","44",
"1500000US170318052024","Block Group 4, Census Tract 8052.02, Cook County, Illinois","480","82","178","43","302","83",
"1500000US170318053011","Block Group 1, Census Tract 8053.01, Cook County, Illinois","326","52","308","52","18","22",
"1500000US170318053012","Block Group 2, Census Tract 8053.01, Cook County, Illinois","555","59","551","58","4","8",
"1500000US170318053013","Block Group 3, Census Tract 8053.01, Cook County, Illinois","307","59","145","45","162","67",
"1500000US170318053021","Block Group 1, Census Tract 8053.02, Cook County, Illinois","323","71","295","70","28","30",
"1500000US170318053022","Block Group 2, Census Tract 8053.02, Cook County, Illinois","469","71","437","70","32","48",
"1500000US170318053023","Block Group 3, Census Tract 8053.02, Cook County, Illinois","474","83","464","87","10","17",
"1500000US170318054011","Block Group 1, Census Tract 8054.01, Cook County, Illinois","543","97","280","61","263","86",
"1500000US170318054012","Block Group 2, Census Tract 8054.01, Cook County, Illinois","508","95","473","90","35","33",
"1500000US170318054013","Block Group 3, Census Tract 8054.01, Cook County, Illinois","402","84","402","84","0","11",
"1500000US170318054021","Block Group 1, Census Tract 8054.02, Cook County, Illinois","290","92","251","84","39","39",
"1500000US170318054022","Block Group 2, Census Tract 8054.02, Cook County, Illinois","459","87","459","87","0","11",
"1500000US170318054023","Block Group 3, Census Tract 8054.02, Cook County, Illinois","293","69","264","70","29","36",
"1500000US170318054024","Block Group 4, Census Tract 8054.02, Cook County, Illinois","597","123","430","106","167","110",
"1500000US170318054025","Block Group 5, Census Tract 8054.02, Cook County, Illinois","263","96","253","97","10","21",
"1500000US170318055011","Block Group 1, Census Tract 8055.01, Cook County, Illinois","437","85","269","64","168","69",
"1500000US170318055012","Block Group 2, Census Tract 8055.01, Cook County, Illinois","587","101","313","64","274","103",
"1500000US170318055013","Block Group 3, Census Tract 8055.01, Cook County, Illinois","424","87","287","46","137","89",
"1500000US170318055021","Block Group 1, Census Tract 8055.02, Cook County, Illinois","354","62","354","62","0","11",
"1500000US170318055022","Block Group 2, Census Tract 8055.02, Cook County, Illinois","235","51","235","51","0","11",
"1500000US170318055023","Block Group 3, Census Tract 8055.02, Cook County, Illinois","372","69","315","60","57","39",
"1500000US170318055024","Block Group 4, Census Tract 8055.02, Cook County, Illinois","367","59","259","42","108","57",
"1500000US170318056001","Block Group 1, Census Tract 8056, Cook County, Illinois","401","52","372","51","29","29",
"1500000US170318056002","Block Group 2, Census Tract 8056, Cook County, Illinois","453","70","404","76","49","40",
"1500000US170318056003","Block Group 3, Census Tract 8056, Cook County, Illinois","307","50","298","52","9","13",
"1500000US170318056004","Block Group 4, Census Tract 8056, Cook County, Illinois","335","55","280","54","55","39",
"1500000US170318057011","Block Group 1, Census Tract 8057.01, Cook County, Illinois","410","82","374","97","36","51",
"1500000US170318057012","Block Group 2, Census Tract 8057.01, Cook County, Illinois","187","39","187","39","0","11",
"1500000US170318057013","Block Group 3, Census Tract 8057.01, Cook County, Illinois","457","98","389","101","68","66",
"1500000US170318057014","Block Group 4, Census Tract 8057.01, Cook County, Illinois","559","103","400","95","159","64",
"1500000US170318057015","Block Group 5, Census Tract 8057.01, Cook County, Illinois","331","80","331","80","0","11",
"1500000US170318057021","Block Group 1, Census Tract 8057.02, Cook County, Illinois","399","55","319","60","80","58",
"1500000US170318057022","Block Group 2, Census Tract 8057.02, Cook County, Illinois","334","64","285","64","49","33",
"1500000US170318058011","Block Group 1, Census Tract 8058.01, Cook County, Illinois","340","48","340","48","0","11",
"1500000US170318058012","Block Group 2, Census Tract 8058.01, Cook County, Illinois","299","62","283","62","16","20",
"1500000US170318058013","Block Group 3, Census Tract 8058.01, Cook County, Illinois","396","58","388","60","8","13",
"1500000US170318058021","Block Group 1, Census Tract 8058.02, Cook County, Illinois","391","71","310","66","81","72",
"1500000US170318058022","Block Group 2, Census Tract 8058.02, Cook County, Illinois","305","46","294","49","11","17",
"1500000US170318058023","Block Group 3, Census Tract 8058.02, Cook County, Illinois","409","60","346","59","63","52",
"1500000US170318058024","Block Group 4, Census Tract 8058.02, Cook County, Illinois","447","74","322","68","125","61",
"1500000US170318058025","Block Group 5, Census Tract 8058.02, Cook County, Illinois","297","51","261","46","36","24",
"1500000US170318059011","Block Group 1, Census Tract 8059.01, Cook County, Illinois","685","87","593","90","92","61",
"1500000US170318059012","Block Group 2, Census Tract 8059.01, Cook County, Illinois","692","80","570","67","122","59",
"1500000US170318059013","Block Group 3, Census Tract 8059.01, Cook County, Illinois","348","71","261","70","87","64",
"1500000US170318059021","Block Group 1, Census Tract 8059.02, Cook County, Illinois","327","110","235","90","92","60",
"1500000US170318059022","Block Group 2, Census Tract 8059.02, Cook County, Illinois","448","84","359","78","89","61",
"1500000US170318059023","Block Group 3, Census Tract 8059.02, Cook County, Illinois","310","71","279","67","31","39",
"1500000US170318059024","Block Group 4, Census Tract 8059.02, Cook County, Illinois","394","60","341","72","53","52",
"1500000US170318059025","Block Group 5, Census Tract 8059.02, Cook County, Illinois","223","67","223","67","0","11",
"1500000US170318059026","Block Group 6, Census Tract 8059.02, Cook County, Illinois","478","58","357","70","121","68",
"1500000US170318060011","Block Group 1, Census Tract 8060.01, Cook County, Illinois","358","86","292","90","66","31",
"1500000US170318060012","Block Group 2, Census Tract 8060.01, Cook County, Illinois","1097","140","474","115","623","127",
"1500000US170318060013","Block Group 3, Census Tract 8060.01, Cook County, Illinois","877","166","523","154","354","137",
"1500000US170318060014","Block Group 4, Census Tract 8060.01, Cook County, Illinois","213","97","28","32","185","95",
"1500000US170318060021","Block Group 1, Census Tract 8060.02, Cook County, Illinois","346","94","307","96","39","45",
"1500000US170318060022","Block Group 2, Census Tract 8060.02, Cook County, Illinois","900","189","725","181","175","96",
"1500000US170318060023","Block Group 3, Census Tract 8060.02, Cook County, Illinois","453","116","323","104","130","94",
"1500000US170318060024","Block Group 4, Census Tract 8060.02, Cook County, Illinois","433","121","14","21","419","121",
"1500000US170318060025","Block Group 5, Census Tract 8060.02, Cook County, Illinois","599","155","507","140","92","76",
"1500000US170318060031","Block Group 1, Census Tract 8060.03, Cook County, Illinois","711","140","335","94","376","130",
"1500000US170318060032","Block Group 2, Census Tract 8060.03, Cook County, Illinois","475","145","381","109","94","89",
"1500000US170318060033","Block Group 3, Census Tract 8060.03, Cook County, Illinois","397","114","387","115","10","17",
"1500000US170318060034","Block Group 4, Census Tract 8060.03, Cook County, Illinois","188","86","176","84","12","22",
"1500000US170318060035","Block Group 5, Census Tract 8060.03, Cook County, Illinois","533","126","134","58","399","121",
"1500000US170318060036","Block Group 6, Census Tract 8060.03, Cook County, Illinois","457","137","270","89","187","109",
"1500000US170318060041","Block Group 1, Census Tract 8060.04, Cook County, Illinois","710","128","540","137","170","75",
"1500000US170318060042","Block Group 2, Census Tract 8060.04, Cook County, Illinois","1018","156","495","146","523","148",
"1500000US170318060043","Block Group 3, Census Tract 8060.04, Cook County, Illinois","704","144","488","94","216","126",
"1500000US170318060044","Block Group 4, Census Tract 8060.04, Cook County, Illinois","344","101","295","90","49","65",
"1500000US170318061021","Block Group 1, Census Tract 8061.02, Cook County, Illinois","868","92","676","93","192","68",
"1500000US170318061022","Block Group 2, Census Tract 8061.02, Cook County, Illinois","341","58","321","63","20","25",
"1500000US170318061023","Block Group 3, Census Tract 8061.02, Cook County, Illinois","351","56","306","50","45","32",
"1500000US170318061031","Block Group 1, Census Tract 8061.03, Cook County, Illinois","603","86","555","88","48","50",
"1500000US170318061032","Block Group 2, Census Tract 8061.03, Cook County, Illinois","285","82","285","82","0","11",
"1500000US170318061033","Block Group 3, Census Tract 8061.03, Cook County, Illinois","575","108","527","102","48","49",
"1500000US170318061034","Block Group 4, Census Tract 8061.03, Cook County, Illinois","419","81","332","72","87","59",
"1500000US170318061041","Block Group 1, Census Tract 8061.04, Cook County, Illinois","716","192","88","71","628","198",
"1500000US170318061042","Block Group 2, Census Tract 8061.04, Cook County, Illinois","449","109","175","75","274","105",
"1500000US170318061043","Block Group 3, Census Tract 8061.04, Cook County, Illinois","593","119","351","87","242","94",
"1500000US170318062011","Block Group 1, Census Tract 8062.01, Cook County, Illinois","1137","166","859","167","278","133",
"1500000US170318062012","Block Group 2, Census Tract 8062.01, Cook County, Illinois","1165","190","832","188","333","101",
"1500000US170318062021","Block Group 1, Census Tract 8062.02, Cook County, Illinois","439","93","280","88","159","52",
"1500000US170318062022","Block Group 2, Census Tract 8062.02, Cook County, Illinois","922","146","676","131","246","116",
"1500000US170318062023","Block Group 3, Census Tract 8062.02, Cook County, Illinois","1244","132","802","148","442","132",
"1500000US170318063001","Block Group 1, Census Tract 8063, Cook County, Illinois","294","74","207","61","87","60",
"1500000US170318063002","Block Group 2, Census Tract 8063, Cook County, Illinois","302","58","302","58","0","11",
"1500000US170318063003","Block Group 3, Census Tract 8063, Cook County, Illinois","243","74","197","51","46","58",
"1500000US170318063004","Block Group 4, Census Tract 8063, Cook County, Illinois","283","56","261","56","22","25",
"1500000US170318063005","Block Group 5, Census Tract 8063, Cook County, Illinois","367","60","356","59","11","17",
"1500000US170318063006","Block Group 6, Census Tract 8063, Cook County, Illinois","205","47","205","47","0","11",
"1500000US170318064001","Block Group 1, Census Tract 8064, Cook County, Illinois","460","60","415","56","45","24",
"1500000US170318064002","Block Group 2, Census Tract 8064, Cook County, Illinois","339","62","304","54","35","34",
"1500000US170318065011","Block Group 1, Census Tract 8065.01, Cook County, Illinois","320","61","281","56","39","35",
"1500000US170318065012","Block Group 2, Census Tract 8065.01, Cook County, Illinois","426","54","301","55","125","53",
"1500000US170318065021","Block Group 1, Census Tract 8065.02, Cook County, Illinois","316","68","287","69","29","25",
"1500000US170318065022","Block Group 2, Census Tract 8065.02, Cook County, Illinois","263","59","222","54","41","49",
"1500000US170318065023","Block Group 3, Census Tract 8065.02, Cook County, Illinois","295","49","285","49","10","15",
"1500000US170318065024","Block Group 4, Census Tract 8065.02, Cook County, Illinois","613","90","534","93","79","57",
"1500000US170318066001","Block Group 1, Census Tract 8066, Cook County, Illinois","681","89","658","89","23","24",
"1500000US170318066002","Block Group 2, Census Tract 8066, Cook County, Illinois","568","77","493","88","75","53",
"1500000US170318067001","Block Group 1, Census Tract 8067, Cook County, Illinois","613","73","560","74","53","52",
"1500000US170318067002","Block Group 2, Census Tract 8067, Cook County, Illinois","442","77","424","76","18","23",
"1500000US170318067003","Block Group 3, Census Tract 8067, Cook County, Illinois","325","58","284","53","41","53",
"1500000US170318067004","Block Group 4, Census Tract 8067, Cook County, Illinois","202","54","192","53","10","18",
"1500000US170318068011","Block Group 1, Census Tract 8068.01, Cook County, Illinois","374","94","154","65","220","81",
"1500000US170318068012","Block Group 2, Census Tract 8068.01, Cook County, Illinois","391","59","344","64","47","31",
"1500000US170318068013","Block Group 3, Census Tract 8068.01, Cook County, Illinois","327","56","289","55","38","29",
"1500000US170318068014","Block Group 4, Census Tract 8068.01, Cook County, Illinois","207","57","167","51","40","39",
"1500000US170318068021","Block Group 1, Census Tract 8068.02, Cook County, Illinois","367","61","367","61","0","11",
"1500000US170318068022","Block Group 2, Census Tract 8068.02, Cook County, Illinois","407","88","209","74","198","80",
"1500000US170318068023","Block Group 3, Census Tract 8068.02, Cook County, Illinois","312","90","281","83","31","34",
"1500000US170318069001","Block Group 1, Census Tract 8069, Cook County, Illinois","268","91","228","89","40","42",
"1500000US170318069002","Block Group 2, Census Tract 8069, Cook County, Illinois","1052","146","809","141","243","85",
"1500000US170318069003","Block Group 3, Census Tract 8069, Cook County, Illinois","751","135","553","109","198","115",
"1500000US170318070001","Block Group 1, Census Tract 8070, Cook County, Illinois","1001","134","327","109","674","124",
"1500000US170318070002","Block Group 2, Census Tract 8070, Cook County, Illinois","491","104","162","69","329","119",
"1500000US170318070003","Block Group 3, Census Tract 8070, Cook County, Illinois","317","65","297","70","20","22",
"1500000US170318070004","Block Group 4, Census Tract 8070, Cook County, Illinois","208","94","45","37","163","89",
"1500000US170318071001","Block Group 1, Census Tract 8071, Cook County, Illinois","241","50","214","45","27","43",
"1500000US170318071002","Block Group 2, Census Tract 8071, Cook County, Illinois","472","71","422","70","50","33",
"1500000US170318071003","Block Group 3, Census Tract 8071, Cook County, Illinois","537","65","506","62","31","40",
"1500000US170318072001","Block Group 1, Census Tract 8072, Cook County, Illinois","282","69","266","74","16","20",
"1500000US170318072002","Block Group 2, Census Tract 8072, Cook County, Illinois","669","96","508","87","161","90",
"1500000US170318072003","Block Group 3, Census Tract 8072, Cook County, Illinois","358","67","287","62","71","54",
"1500000US170318072004","Block Group 4, Census Tract 8072, Cook County, Illinois","325","76","281","61","44","62",
"1500000US170318072005","Block Group 5, Census Tract 8072, Cook County, Illinois","312","70","312","70","0","11",
"1500000US170318073001","Block Group 1, Census Tract 8073, Cook County, Illinois","1025","170","453","147","572","143",
"1500000US170318073002","Block Group 2, Census Tract 8073, Cook County, Illinois","652","115","525","121","127","77",
"1500000US170318073003","Block Group 3, Census Tract 8073, Cook County, Illinois","630","133","402","101","228","90",
"1500000US170318073004","Block Group 4, Census Tract 8073, Cook County, Illinois","288","87","278","91","10","19",
"1500000US170318073005","Block Group 5, Census Tract 8073, Cook County, Illinois","319","89","209","88","110","78",
"1500000US170318074001","Block Group 1, Census Tract 8074, Cook County, Illinois","244","65","223","67","21","10",
"1500000US170318074002","Block Group 2, Census Tract 8074, Cook County, Illinois","488","126","354","80","134","94",
"1500000US170318074003","Block Group 3, Census Tract 8074, Cook County, Illinois","788","153","206","105","582","151",
"1500000US170318074004","Block Group 4, Census Tract 8074, Cook County, Illinois","240","66","163","68","77","62",
"1500000US170318074005","Block Group 5, Census Tract 8074, Cook County, Illinois","366","84","292","85","74","53",
"1500000US170318075001","Block Group 1, Census Tract 8075, Cook County, Illinois","406","58","406","58","0","11",
"1500000US170318075002","Block Group 2, Census Tract 8075, Cook County, Illinois","337","61","290","59","47","54",
"1500000US170318075003","Block Group 3, Census Tract 8075, Cook County, Illinois","383","74","312","69","71","41",
"1500000US170318076001","Block Group 1, Census Tract 8076, Cook County, Illinois","458","119","436","122","22","21",
"1500000US170318076002","Block Group 2, Census Tract 8076, Cook County, Illinois","484","117","422","117","62","75",
"1500000US170318076003","Block Group 3, Census Tract 8076, Cook County, Illinois","306","87","294","89","12","20",
"1500000US170318076004","Block Group 4, Census Tract 8076, Cook County, Illinois","375","81","363","84","12","21",
"1500000US170318076005","Block Group 5, Census Tract 8076, Cook County, Illinois","403","95","374","92","29","35",
"1500000US170318077001","Block Group 1, Census Tract 8077, Cook County, Illinois","656","146","276","110","380","135",
"1500000US170318077002","Block Group 2, Census Tract 8077, Cook County, Illinois","577","154","492","146","85","97",
"1500000US170318077003","Block Group 3, Census Tract 8077, Cook County, Illinois","465","98","465","98","0","11",
"1500000US170318077004","Block Group 4, Census Tract 8077, Cook County, Illinois","609","133","433","112","176","98",
"1500000US170318078001","Block Group 1, Census Tract 8078, Cook County, Illinois","455","48","407","60","48","28",
"1500000US170318078002","Block Group 2, Census Tract 8078, Cook County, Illinois","422","57","337","55","85","58",
"1500000US170318079001","Block Group 1, Census Tract 8079, Cook County, Illinois","454","77","416","79","38","30",
"1500000US170318079002","Block Group 2, Census Tract 8079, Cook County, Illinois","508","79","477","80","31","30",
"1500000US170318079003","Block Group 3, Census Tract 8079, Cook County, Illinois","399","76","379","76","20","23",
"1500000US170318080011","Block Group 1, Census Tract 8080.01, Cook County, Illinois","405","59","393","62","12","18",
"1500000US170318080012","Block Group 2, Census Tract 8080.01, Cook County, Illinois","322","75","314","75","8","13",
"1500000US170318080013","Block Group 3, Census Tract 8080.01, Cook County, Illinois","534","73","497","72","37","34",
"1500000US170318080021","Block Group 1, Census Tract 8080.02, Cook County, Illinois","362","65","314","60","48","48",
"1500000US170318080022","Block Group 2, Census Tract 8080.02, Cook County, Illinois","538","101","288","87","250","68",
"1500000US170318080023","Block Group 3, Census Tract 8080.02, Cook County, Illinois","502","80","414","82","88","62",
"1500000US170318080024","Block Group 4, Census Tract 8080.02, Cook County, Illinois","217","56","209","57","8","12",
"1500000US170318081001","Block Group 1, Census Tract 8081, Cook County, Illinois","530","74","454","66","76","49",
"1500000US170318081002","Block Group 2, Census Tract 8081, Cook County, Illinois","1014","109","853","99","161","70",
