"GEO_ID","NAME","B25003_001E","B25003_001M","B25003_002E","B25003_002M","B25003_003E","B25003_003M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!Owner occupied","Margin of Error!!Total!!Owner occupied","Estimate!!Total!!Renter occupied","Margin of Error!!Total!!Renter occupied",
"1500000US170310627001","Block Group 1, Census Tract 627, Cook County, Illinois","334","71","123","53","211","67",
"1500000US170310627002","Block Group 2, Census Tract 627, Cook County, Illinois","303","79","169","76","134","51",
"1500000US170310627003","Block Group 3, Census Tract 627, Cook County, Illinois","506","82","183","65","323","92",
"1500000US170310628001","Block Group 1, Census Tract 628, Cook County, Illinois","481","71","285","67","196","75",
"1500000US170310628002","Block Group 2, Census Tract 628, Cook County, Illinois","458","71","249","62","209","70",
"1500000US170310628003","Block Group 3, Census Tract 628, Cook County, Illinois","580","68","211","57","369","66",
"1500000US170310629001","Block Group 1, Census Tract 629, Cook County, Illinois","601","112","287","82","314","105",
"1500000US170310629002","Block Group 2, Census Tract 629, Cook County, Illinois","562","128","293","93","269","91",
"1500000US170310629003","Block Group 3, Census Tract 629, Cook County, Illinois","724","113","287","96","437","110",
"1500000US170310630001","Block Group 1, Census Tract 630, Cook County, Illinois","681","103","137","76","544","101",
"1500000US170310630002","Block Group 2, Census Tract 630, Cook County, Illinois","622","100","204","53","418","102",
"1500000US170310630003","Block Group 3, Census Tract 630, Cook County, Illinois","411","84","80","44","331","88",
"1500000US170310631001","Block Group 1, Census Tract 631, Cook County, Illinois","748","72","215","56","533","85",
"1500000US170310631002","Block Group 2, Census Tract 631, Cook County, Illinois","604","72","102","37","502","77",
"1500000US170310632001","Block Group 1, Census Tract 632, Cook County, Illinois","688","184","151","70","537","187",
"1500000US170310632002","Block Group 2, Census Tract 632, Cook County, Illinois","408","149","304","137","104","89",
"1500000US170310632003","Block Group 3, Census Tract 632, Cook County, Illinois","533","130","89","45","444","125",
"1500000US170310632004","Block Group 4, Census Tract 632, Cook County, Illinois","835","177","518","118","317","147",
"1500000US170310632005","Block Group 5, Census Tract 632, Cook County, Illinois","458","132","117","72","341","120",
"1500000US170310632006","Block Group 6, Census Tract 632, Cook County, Illinois","1190","227","156","88","1034","229",
"1500000US170310633011","Block Group 1, Census Tract 633.01, Cook County, Illinois","746","140","234","116","512","110",
"1500000US170310633012","Block Group 2, Census Tract 633.01, Cook County, Illinois","487","145","46","36","441","148",
"1500000US170310633013","Block Group 3, Census Tract 633.01, Cook County, Illinois","545","139","25","23","520","136",
"1500000US170310633021","Block Group 1, Census Tract 633.02, Cook County, Illinois","958","146","563","118","395","117",
"1500000US170310633022","Block Group 2, Census Tract 633.02, Cook County, Illinois","716","124","239","90","477","115",
"1500000US170310633023","Block Group 3, Census Tract 633.02, Cook County, Illinois","375","132","29","23","346","133",
"1500000US170310633024","Block Group 4, Census Tract 633.02, Cook County, Illinois","687","133","121","89","566","126",
"1500000US170310633031","Block Group 1, Census Tract 633.03, Cook County, Illinois","454","89","79","34","375","84",
"1500000US170310633032","Block Group 2, Census Tract 633.03, Cook County, Illinois","505","69","315","62","190","52",
"1500000US170310634001","Block Group 1, Census Tract 634, Cook County, Illinois","654","101","203","66","451","93",
"1500000US170310634002","Block Group 2, Census Tract 634, Cook County, Illinois","579","105","167","68","412","102",
"1500000US170310701011","Block Group 1, Census Tract 701.01, Cook County, Illinois","1005","206","682","201","323","114",
"1500000US170310701012","Block Group 2, Census Tract 701.01, Cook County, Illinois","766","192","575","197","191","82",
"1500000US170310701013","Block Group 3, Census Tract 701.01, Cook County, Illinois","883","175","83","61","800","168",
"1500000US170310701021","Block Group 1, Census Tract 701.02, Cook County, Illinois","740","178","116","85","624","163",
"1500000US170310701022","Block Group 2, Census Tract 701.02, Cook County, Illinois","390","143","162","82","228","119",
"1500000US170310701023","Block Group 3, Census Tract 701.02, Cook County, Illinois","527","135","235","104","292","124",
"1500000US170310701031","Block Group 1, Census Tract 701.03, Cook County, Illinois","613","133","52","37","561","134",
"1500000US170310701032","Block Group 2, Census Tract 701.03, Cook County, Illinois","566","118","98","41","468","121",
"1500000US170310702001","Block Group 1, Census Tract 702, Cook County, Illinois","918","133","454","108","464","139",
"1500000US170310702002","Block Group 2, Census Tract 702, Cook County, Illinois","468","99","244","99","224","103",
"1500000US170310702003","Block Group 3, Census Tract 702, Cook County, Illinois","644","128","158","71","486","122",
"1500000US170310703001","Block Group 1, Census Tract 703, Cook County, Illinois","987","78","448","94","539","100",
"1500000US170310703002","Block Group 2, Census Tract 703, Cook County, Illinois","662","90","242","71","420","82",
"1500000US170310704001","Block Group 1, Census Tract 704, Cook County, Illinois","664","103","107","40","557","106",
"1500000US170310704002","Block Group 2, Census Tract 704, Cook County, Illinois","403","78","237","68","166","71",
"1500000US170310704003","Block Group 3, Census Tract 704, Cook County, Illinois","509","86","301","66","208","81",
"1500000US170310705001","Block Group 1, Census Tract 705, Cook County, Illinois","514","72","248","81","266","65",
"1500000US170310705002","Block Group 2, Census Tract 705, Cook County, Illinois","450","86","195","51","255","83",
"1500000US170310705003","Block Group 3, Census Tract 705, Cook County, Illinois","314","78","179","70","135","59",
"1500000US170310706001","Block Group 1, Census Tract 706, Cook County, Illinois","710","83","617","87","93","49",
"1500000US170310706002","Block Group 2, Census Tract 706, Cook County, Illinois","520","92","252","60","268","88",
"1500000US170310707001","Block Group 1, Census Tract 707, Cook County, Illinois","1004","104","611","118","393","120",
"1500000US170310707002","Block Group 2, Census Tract 707, Cook County, Illinois","484","110","157","49","327","112",
"1500000US170310710001","Block Group 1, Census Tract 710, Cook County, Illinois","205","69","51","26","154","67",
"1500000US170310710002","Block Group 2, Census Tract 710, Cook County, Illinois","864","114","397","92","467","107",
"1500000US170310711001","Block Group 1, Census Tract 711, Cook County, Illinois","551","79","340","73","211","62",
"1500000US170310711002","Block Group 2, Census Tract 711, Cook County, Illinois","532","90","160","66","372","83",
"1500000US170310712001","Block Group 1, Census Tract 712, Cook County, Illinois","431","73","170","68","261","73",
"1500000US170310712002","Block Group 2, Census Tract 712, Cook County, Illinois","620","81","262","85","358","100",
"1500000US170310713001","Block Group 1, Census Tract 713, Cook County, Illinois","867","165","490","139","377","126",
"1500000US170310713002","Block Group 2, Census Tract 713, Cook County, Illinois","1100","147","347","91","753","145",
"1500000US170310714001","Block Group 1, Census Tract 714, Cook County, Illinois","437","109","91","54","346","101",
"1500000US170310714002","Block Group 2, Census Tract 714, Cook County, Illinois","944","121","321","72","623","139",
"1500000US170310714003","Block Group 3, Census Tract 714, Cook County, Illinois","881","148","241","87","640","149",
"1500000US170310714004","Block Group 4, Census Tract 714, Cook County, Illinois","477","109","171","80","306","82",
"1500000US170310715001","Block Group 1, Census Tract 715, Cook County, Illinois","522","128","318","87","204","112",
"1500000US170310715002","Block Group 2, Census Tract 715, Cook County, Illinois","850","170","257","82","593","177",
"1500000US170310715003","Block Group 3, Census Tract 715, Cook County, Illinois","766","146","233","97","533","131",
"1500000US170310715004","Block Group 4, Census Tract 715, Cook County, Illinois","550","132","120","63","430","133",
"1500000US170310715005","Block Group 5, Census Tract 715, Cook County, Illinois","474","140","260","85","214","122",
"1500000US170310715006","Block Group 6, Census Tract 715, Cook County, Illinois","534","150","195","70","339","153",
"1500000US170310716001","Block Group 1, Census Tract 716, Cook County, Illinois","756","70","385","69","371","75",
"1500000US170310717001","Block Group 1, Census Tract 717, Cook County, Illinois","313","57","155","46","158","50",
"1500000US170310717002","Block Group 2, Census Tract 717, Cook County, Illinois","452","57","261","50","191","56",
"1500000US170310718001","Block Group 1, Census Tract 718, Cook County, Illinois","883","104","511","75","372","112",
"1500000US170310718002","Block Group 2, Census Tract 718, Cook County, Illinois","261","69","217","76","44","39",
"1500000US170310801001","Block Group 1, Census Tract 801, Cook County, Illinois","354","185","137","71","217","176",
"1500000US170310801002","Block Group 2, Census Tract 801, Cook County, Illinois","727","183","307","110","420","161",
"1500000US170310801003","Block Group 3, Census Tract 801, Cook County, Illinois","675","172","42","39","633","171",
"1500000US170310801004","Block Group 4, Census Tract 801, Cook County, Illinois","643","138","617","139","26","30",
"1500000US170310801005","Block Group 5, Census Tract 801, Cook County, Illinois","622","171","333","126","289","129",
"1500000US170310801006","Block Group 6, Census Tract 801, Cook County, Illinois","701","189","347","159","354","140",
"1500000US170310801007","Block Group 7, Census Tract 801, Cook County, Illinois","330","121","276","132","54","42",
"1500000US170310802011","Block Group 1, Census Tract 802.01, Cook County, Illinois","1087","146","488","121","599","153",
"1500000US170310802012","Block Group 2, Census Tract 802.01, Cook County, Illinois","978","144","528","125","450","151",
"1500000US170310802013","Block Group 3, Census Tract 802.01, Cook County, Illinois","289","102","219","96","70","59",
"1500000US170310802021","Block Group 1, Census Tract 802.02, Cook County, Illinois","405","119","316","117","89","78",
"1500000US170310802022","Block Group 2, Census Tract 802.02, Cook County, Illinois","717","137","473","108","244","121",
"1500000US170310802023","Block Group 3, Census Tract 802.02, Cook County, Illinois","1223","176","460","97","763","183",
"1500000US170310803001","Block Group 1, Census Tract 803, Cook County, Illinois","350","129","158","85","192","108",
"1500000US170310803002","Block Group 2, Census Tract 803, Cook County, Illinois","1169","165","631","168","538","158",
"1500000US170310803003","Block Group 3, Census Tract 803, Cook County, Illinois","427","120","163","93","264","93",
"1500000US170310803004","Block Group 4, Census Tract 803, Cook County, Illinois","560","126","325","101","235","114",
"1500000US170310804001","Block Group 1, Census Tract 804, Cook County, Illinois","940","210","217","105","723","193",
"1500000US170310804002","Block Group 2, Census Tract 804, Cook County, Illinois","442","172","0","11","442","172",
"1500000US170310804003","Block Group 3, Census Tract 804, Cook County, Illinois","587","151","392","134","195","128",
"1500000US170310810001","Block Group 1, Census Tract 810, Cook County, Illinois","326","120","138","91","188","135",
"1500000US170310810002","Block Group 2, Census Tract 810, Cook County, Illinois","782","183","154","79","628","186",
"1500000US170310810003","Block Group 3, Census Tract 810, Cook County, Illinois","928","244","364","193","564","198",
"1500000US170310810004","Block Group 4, Census Tract 810, Cook County, Illinois","878","174","15","26","863","173",
"1500000US170310810005","Block Group 5, Census Tract 810, Cook County, Illinois","927","205","61","77","866","207",
"1500000US170310810006","Block Group 6, Census Tract 810, Cook County, Illinois","1018","287","109","77","909","282",
"1500000US170310811001","Block Group 1, Census Tract 811, Cook County, Illinois","783","160","529","139","254","130",
"1500000US170310811002","Block Group 2, Census Tract 811, Cook County, Illinois","1026","205","60","42","966","208",
"1500000US170310811003","Block Group 3, Census Tract 811, Cook County, Illinois","888","171","17","27","871","168",
"1500000US170310812011","Block Group 1, Census Tract 812.01, Cook County, Illinois","650","125","554","108","96","69",
"1500000US170310812012","Block Group 2, Census Tract 812.01, Cook County, Illinois","1180","184","528","163","652","196",
"1500000US170310812013","Block Group 3, Census Tract 812.01, Cook County, Illinois","1072","187","452","133","620","192",
"1500000US170310812021","Block Group 1, Census Tract 812.02, Cook County, Illinois","308","83","305","82","3","11",
"1500000US170310812022","Block Group 2, Census Tract 812.02, Cook County, Illinois","556","154","361","112","195","133",
"1500000US170310812023","Block Group 3, Census Tract 812.02, Cook County, Illinois","665","139","361","100","304","121",
"1500000US170310812024","Block Group 4, Census Tract 812.02, Cook County, Illinois","448","102","370","107","78","54",
"1500000US170310813001","Block Group 1, Census Tract 813, Cook County, Illinois","501","107","283","92","218","93",
"1500000US170310813002","Block Group 2, Census Tract 813, Cook County, Illinois","280","97","111","70","169","87",
